C,MN,SI,S,CR,NI,MO,AL,TI,V,B,W,CO,H2,N,O2,Ladle_No.,Ladle_Life,LF Chamber Out Temp,Casting Temp,Liquidus Temp,Super-heat,Cast Time,Casting Speed,Defect
0.423,0.73,0.23,0.01,0.23,0.23,0.096,0.033,0.001,0.004,0.0001,0.002,0.006,0.87,48,0,7,11,1564,1550,1495,55,35,5.25,1
0.43,0.76,0.2,0.011,0.24,0.12,0.034,0.028,0.001,0.005,0,0.001,0.004,0.88,50,0,7,13,1561,1546,1495,51,36,5.09,1
0.415,0.74,0.25,0.011,0.23,0.07,0.029,0.025,0.002,0.004,0.0001,0.002,0.003,0.92,51,0,10,7,1574,1547,1495,52,36,5.01,1
0.416,0.75,0.24,0.009,0.23,0.07,0.027,0.028,0.002,0.006,0.0001,0.001,0.004,0.92,55,0,9,19,1568,1550,1495,55,39,5.46,1
0.427,0.72,0.17,0.012,0.21,0.03,0.013,0.024,0.001,0.003,0,0,0.002,0.88,50,0,9,20,1565,1555,1495,60,40,5.28,1
0.42,0.73,0.25,0.013,0.22,0.08,0.035,0.026,0.001,0.006,0,0.001,0.004,0.92,48,0,10,15,1566,1550,1495,55,37,5.12,1
0.424,0.74,0.22,0.011,0.22,0.07,0.054,0.027,0.002,0.005,0.0001,0,0.004,0.86,52,0,6,17,1565,1549,1495,54,36,5.07,1
0.434,0.73,0.25,0.012,0.23,0.05,0.029,0.034,0.001,0.004,0.0001,0.001,0.004,0.87,52,0,5,13,1564,1550,1495,55,36,4.68,1
0.42,0.72,0.27,0.014,0.22,0.05,0.043,0.028,0.002,0.005,0.0001,0.001,0.003,0.94,50,0,11,7,1556,1551,1495,56,39,4.68,1
0.424,0.74,0.26,0.01,0.22,0.07,0.055,0.028,0.002,0.005,0.0001,0.002,0.005,0.92,49,0,5,14,1566,1550,1495,55,36,4.71,1
0.42,0.76,0.29,0.012,0.22,0.12,0.044,0.029,0.002,0.005,0.0001,0.002,0.004,0.99,50,0,11,10,1567,1547,1495,52,37,5.16,1
0.421,0.74,0.26,0.008,0.22,0.09,0.078,0.026,0.002,0.005,0.0001,0.001,0.004,0.92,50,0,11,11,1563,1552,1495,57,41,4.68,1
0.446,0.73,0.19,0.01,0.22,0.07,0.033,0.032,0.002,0.006,0.0001,0.001,0.004,0.87,60,0,5,17,1560,1551,1495,56,35,4.93,1
0.442,0.73,0.24,0.012,0.21,0.21,0.058,0.029,0.002,0.005,0.0001,0.002,0.006,0.88,76,0,5,18,1562,1544,1495,49,36,4.89,1
0.428,0.73,0.21,0.006,0.21,0.14,0.067,0.029,0.002,0.005,0.0001,0.001,0.005,0.9,52,0,12,2,1567,1551,1495,56,30,6.27,1
0.427,0.74,0.26,0.013,0.21,0.11,0.052,0.026,0.001,0.005,0.0001,0.002,0.005,0.89,55,0,5,20,1568,1549,1495,54,39,5.06,1
0.429,0.74,0.25,0.015,0.22,0.13,0.045,0.019,0.002,0.006,0.0001,0.002,0.004,0.91,52,0,9,9,1566,1549,1495,54,33,5.04,1
0.431,0.73,0.23,0.01,0.25,0.09,0.032,0.025,0.003,0.004,0.0001,0,0.003,0.88,62,0,4,8,1563,1544,1495,49,34,5.14,1
0.438,0.72,0.24,0.0142,0.22,0.08,0.026,0.028,0.002,0.003,0.0001,0,0.004,0.94,55,0,10,18,1570,1550,1495,55,27,5.83,1
0.411,1.04,0.3,0.01,1.13,0.11,0.181,0.019,0.002,0.004,0.0002,0.002,0.007,1.32,54,0,12,22,1543,1543,1491,52,35,2.37,1
0.419,1.05,0.26,0.012,1.14,0.11,0.184,0.023,0.002,0.007,0.0002,0.003,0.007,1.5,59,0,5,6,1541,1541,1491,50,30,2.22,1
0.386,1.03,0.35,0.013,1.16,0.07,0.173,0.021,0.002,0.006,0.0001,0,0.005,1.33,55,0,12,26,1543,1543,1491,52,30,2.18,1
0.4,1.07,0.31,0.012,1.15,0.05,0.179,0.03,0.002,0.005,0.0001,0,0.005,1.38,52,0,12,27,1542,1542,1491,51,35,2.25,0
0.44,1.02,0.32,0.015,1.11,0.12,0.197,0.02,0.002,0.005,0.0001,0,0.006,1.33,45,0,11,15,1547,1547,1491,56,30,2.19,0
0.408,1.06,0.31,0.0132,1.15,0.09,0.185,0.027,0.003,0.005,0.0001,0.001,0.006,1.39,51,0,10,19,1543,1543,1491,52,27,2.48,1
0.406,1.04,0.35,0.0107,1.14,0.18,0.187,0.02,0.003,0.007,0.0001,0.003,0.006,1.43,64,0,10,20,1546,1546,1491,55,35,2.22,1
0.465,1.25,0.26,0.011,0.17,0.11,0.049,0.029,0.011,0.006,0.0002,0.001,0.005,1.46,54,0,11,16,1537,1537,1490,47,30,2.27,0
0.467,1.27,0.34,0.016,0.17,0.13,0.049,0.025,0.011,0.009,0.0002,0.002,0.005,1.42,52,0,5,6,1535,1535,1490,45,30,2.46,1
0.445,1.25,0.29,0.013,0.19,0.06,0.028,0.019,0.007,0.007,0.0001,0.001,0.004,1.42,57,0,5,9,1537,1537,1490,47,30,2.33,1
0.446,1.22,0.25,0.02,0.19,0.16,0.051,0.024,0.01,0.006,0.0002,0.002,0.005,1.52,55,0,3,30,1546,1546,1490,56,79,2.24,0
0.452,1.27,0.3,0.019,0.18,0.04,0.019,0.04,0.006,0.008,0.0002,0.002,0.003,1.44,55,0,2,23,1538,1538,1490,48,35,2.24,1
0.445,1.23,0.33,0.014,0.17,0.08,0.045,0.028,0.01,0.009,0.0001,0,0.004,1.4,49,0,6,13,1539,1539,1490,49,30,2.16,1
0.443,1.25,0.25,0.014,0.17,0.08,0.04,0.027,0.007,0.005,0.0001,0,0.003,1.32,60,0,11,2,1543,1543,1490,53,30,2.2,1
0.442,1.25,0.35,0.016,0.16,0.09,0.045,0.024,0.011,0.008,0.0001,0.001,0.003,1.39,60,0,7,30,1544,1544,1490,54,30,2.5,1
0.437,1.22,0.32,0.0177,0.17,0.07,0.033,0.03,0.012,0.007,0.0001,0.001,0.004,1.46,56,0,11,13,1543,1543,1490,53,40,2.44,1
0.446,1.23,0.29,0.0153,0.17,0.05,0.024,0.021,0.011,0.006,0.0001,0.001,0.003,1.42,66,0,11,15,1545,1545,1496,49,25,2.33,1
0.45,1.22,0.32,0.0185,0.16,0.21,0.076,0.023,0.009,0.009,0.0001,0.009,0.005,1.4,53,0,1,16,1545,1545,1490,55,28,2.26,0
0.444,1.25,0.29,0.0233,0.18,0.04,0.017,0.024,0.011,0.007,0.0001,0.001,0.002,1.69,58,0,10,4,1538,1538,1490,48,30,2.47,1
0.241,1.43,0.52,0.01,0.15,0.08,0.042,0.026,0.015,0.009,0.0001,0,0.003,0.94,50,0,12,14,1577,1560,1504,56,37,5.47,1
0.25,1.39,0.62,0.0075,0.16,0.08,0.033,0.038,0.016,0.009,0.0002,0,0.004,0.88,42,0,1,10,1580,1564,1504,60,50,5.18,1
0.247,1.39,0.5,0.0092,0.17,0.08,0.031,0.033,0.013,0.006,0.0001,0,0.004,0.92,50,0,1,15,1580,1565,1504,61,46,4.99,1
0.402,1.05,0.32,0.011,1.11,0.11,0.186,0.019,0.003,0.007,0.0001,0.001,0.006,1.49,67,0,9,21,1571,1540,1491,49,30,1.45,1
0.404,1.08,0.28,0.008,1.16,0.17,0.21,0.017,0.002,0.006,0.0001,0,0.007,1.39,52,0,6,25,1541,1541,1491,50,30,2.29,1
0.406,1.07,0.33,0.011,1.15,0.08,0.188,0.019,0.002,0.005,0.0001,0,0.006,1.42,60,0,11,11,1557,1540,1491,49,29,2.4,1
0.406,1.06,0.3,0.011,1.15,0.08,0.185,0.025,0.002,0.005,0.0001,0.001,0.006,1.38,55,0,4,14,1546,1546,1491,55,30,2.23,1
0.419,1.07,0.3,0.011,1.15,0.07,0.186,0.019,0.003,0.007,0.0001,0,0.006,1.35,66,0,4,16,1549,1549,1491,58,30,2.33,1
0.396,1.06,0.26,0.014,1.17,0.09,0.185,0.017,0.002,0.005,0.0001,0.001,0.006,1.32,57,0,3,20,1545,1545,1491,54,30,2.32,1
0.405,1.05,0.32,0.006,1.13,0.07,0.193,0.023,0.003,0.006,0.0001,0,0.006,1.52,58,0,3,24,1539,1539,1491,48,30,2.32,1
0.418,1.04,0.32,0.013,1.19,0.18,0.187,0.018,0.002,0.005,0.0001,0,0.008,1.31,54,0,4,18,1558,1542,1491,51,27,2.12,1
0.416,1.04,0.29,0.011,1.14,0.07,0.178,0.023,0.003,0.006,0.0002,0,0.006,1.41,65,0,12,8,1543,1543,1491,52,30,2.3,1
0.422,1.05,0.34,0.01,1.14,0.08,0.185,0.024,0.004,0.005,0.0002,0.001,0.006,1.35,51,0,3,25,1543,1543,1491,52,30,2.18,1
0.416,1.02,0.34,0.011,1.13,0.13,0.186,0.023,0.003,0.005,0.0002,0.001,0.006,1.37,50,0,12,6,1559,1542,1491,51,30,2.49,1
0.418,1.07,0.31,0.012,1.16,0.19,0.188,0.018,0.002,0.007,0.0002,0.001,0.007,1.33,52,0,2,25,1540,1540,1491,49,30,2.48,1
0.412,1.04,0.3,0.01,1.14,0.08,0.191,0.026,0.002,0.006,0.0002,0.002,0.005,1.37,52,0,5,24,1541,1541,1491,50,30,2.47,1
0.405,1.03,0.3,0.01,1.14,0.08,0.182,0.026,0.002,0.006,0.0001,0.001,0.005,1.36,64,0,5,25,1560,1539,1491,48,28,1.68,1
0.421,1.05,0.31,0.009,1.15,0.06,0.197,0.02,0.004,0.007,0.0001,0,0.005,1.4,50,0,12,26,1543,1543,1491,52,35,2.1,1
0.41,1.06,0.32,0.017,1.15,0.06,0.181,0.018,0.003,0.006,0.0001,0,0.005,1.29,50,0,6,2,1542,1542,1491,51,30,2.33,1
0.403,1.02,0.33,0.011,1.13,0.13,0.181,0.02,0.003,0.011,0.0002,0,0.006,1.48,52,0,10,5,1548,1548,1491,57,30,2.49,1
0.41,1.07,0.36,0.01,1.14,0.08,0.181,0.018,0.003,0.007,0.0002,0,0.006,1.33,53,0,7,16,1543,1543,1491,52,25,2.49,1
0.415,1.03,0.3,0.0097,1.13,0.07,0.179,0.023,0.002,0.006,0.0001,0,0.007,1.35,53,0,5,9,1546,1546,1491,55,25,2.45,1
0.401,1.06,0.35,0.013,1.16,0.15,0.18,0.025,0.003,0.008,0.0001,0,0.008,1.39,50,0,5,11,1543,1543,1491,52,30,2.25,1
0.405,1.05,0.32,0.0101,1.15,0.05,0.184,0.03,0.002,0.007,0.0001,0.001,0.005,1.36,54,0,7,29,1541,1541,1491,50,30,2.15,1
0.417,1.04,0.31,0.0148,1.14,0.12,0.189,0.024,0.002,0.006,0.0001,0.002,0.006,1.42,55,0,7,4,1545,1545,1491,54,30,2.41,1
0.415,1.03,0.35,0.0111,1.13,0.07,0.185,0.023,0.002,0.007,0.0001,0.001,0.005,1.36,52,0,11,26,1548,1548,1491,57,30,2.28,1
0.422,1.06,0.32,0.0109,1.14,0.13,0.189,0.023,0.002,0.004,0.0001,0,0.006,1.35,48,0,1,30,1561,1545,1491,54,30,1.52,0
0.415,1.05,0.34,0.0072,1.14,0.05,0.18,0.022,0.003,0.007,0.0001,0,0.005,1.43,50,0,9,12,1544,1544,1491,53,30,2.19,1
0.403,1.04,0.33,0.0099,1.16,0.1,0.184,0.02,0.002,0.005,0.0001,0.008,0.006,1.43,52,0,12,9,1542,1542,1491,51,30,2.24,1
0.419,1.04,0.32,0.0145,1.15,0.13,0.184,0.02,0.003,0.009,0.0002,0.002,0.009,1.33,64,0,5,23,1546,1546,1491,55,30,2.47,1
0.418,1.07,0.32,0.0093,1.17,0.13,0.18,0.023,0.002,0.007,0.0001,0.001,0.007,1.43,68,0,5,27,1548,1548,1491,57,30,2.14,1
0.42,1.05,0.33,0.0108,1.15,0.1,0.189,0.023,0.003,0.005,0.0002,0.001,0.007,1.39,57,0,2,14,1558,1548,1491,57,30,2.1,1
0.402,1.06,0.35,0.0088,1.15,0.07,0.177,0.023,0.002,0.005,0.0002,0.001,0.007,1.41,64,0,2,18,1544,1544,1491,53,30,2.21,1
0.419,1.05,0.27,0.0106,1.14,0.13,0.194,0.028,0.002,0.005,0.0002,0.001,0.008,1.24,61,0,5,26,1548,1548,1491,57,35,2.18,1
0.425,1.09,0.32,0.0126,1.14,0.08,0.179,0.029,0.002,0.006,0.0002,0,0.007,1.49,55,0,11,29,1546,1546,1491,55,30,2.45,1
0.405,1.02,0.26,0.0143,1.14,0.16,0.179,0.02,0.002,0.006,0.0002,0.001,0.008,1.33,62,0,10,6,1548,1548,1491,57,30,2.38,1
0.398,1.03,0.29,0.0078,1.15,0.1,0.179,0.024,0.001,0.005,0.0001,0.001,0.007,1.35,68,0,4,25,1547,1547,1491,56,30,2.11,1
0.442,1.18,0.26,0.018,0.17,0.08,0.03,0.024,0.011,0.005,0.0001,0.001,0.004,1.35,64,0,9,8,1541,1541,1491,50,30,2.31,1
0.438,1.15,0.32,0.021,0.13,0.14,0.047,0.024,0.008,0.005,0.0001,0.002,0.006,1.36,56,0,6,12,1540,1540,1491,49,30,2.27,1
0.436,1.13,0.29,0.019,0.13,0.11,0.038,0.029,0.009,0.005,0.0002,0.001,0.005,1.34,61,0,11,2,1537,1537,1491,46,30,2.28,1
0.466,1.16,0.25,0.019,0.17,0.17,0.047,0.029,0.01,0.006,0.0001,0,0.005,1.69,51,0,5,10,1542,1542,1491,51,30,2.28,1
0.468,1.17,0.24,0.022,0.15,0.08,0.029,0.025,0.012,0.006,0.0002,0.001,0.004,1.39,68,0,6,28,1534,1534,1491,43,35,2.24,1
0.448,1.17,0.24,0.015,0.14,0.18,0.044,0.031,0.007,0.008,0.0001,0.001,0.005,1.36,52,0,9,4,1550,1550,1491,59,30,2.45,1
0.44,1.13,0.26,0.02,0.14,0.1,0.029,0.023,0.007,0.006,0.0002,0.001,0.005,1.42,49,0,2,9,1541,1541,1491,50,35,2.47,1
0.446,1.18,0.26,0.021,0.18,0.09,0.036,0.023,0.009,0.006,0.0002,0.002,0.003,1.27,51,0,5,6,1542,1542,1491,51,40,2.45,1
0.462,1.15,0.31,0.0165,0.14,0.06,0.028,0.034,0.009,0.006,0.0001,0.001,0.003,1.42,60,0,4,12,1546,1546,1491,55,6,2.2,1
0.45,1.16,0.26,0.0214,0.14,0.06,0.038,0.029,0.01,0.006,0.0001,0.001,0.003,1.46,50,0,10,15,1541,1541,1491,50,25,2.25,0
0.403,0.85,0.35,0.001,1.13,0.31,0.174,0.025,0.003,0.072,0.0001,0.001,0.007,1.36,54,0,5,16,1552,1552,1491,61,30,2.23,1
0.415,0.84,0.31,0.0013,1.1,0.33,0.169,0.02,0.003,0.084,0.0001,0,0.007,1.43,53,0,1,21,1550,1550,1491,59,30,2.22,1
0.413,0.83,0.35,0.0004,1.09,0.32,0.17,0.023,0.003,0.082,0.0001,0,0.006,1.36,49,0,12,9,1550,1551,1520,31,35,2.27,1
0.413,0.85,0.36,0.0011,1.11,0.31,0.162,0.024,0.002,0.081,0.0001,0.001,0.005,1.36,51,0,1,26,1548,1548,1491,57,30,2.42,1
0.401,0.83,0.38,0.0027,1.13,0.32,0.167,0.025,0.002,0.101,0.0002,0.002,0.007,1.38,59,0,4,15,1546,1546,1491,55,30,2.41,1
0.166,0.52,0.22,0.009,1.6,1.43,0.255,0.029,0.002,0.007,0.0001,0.005,0.026,1.32,74,0,4,15,1563,1563,1508,55,25,2.39,1
0.157,0.53,0.3,0.002,1.58,1.49,0.267,0.033,0.002,0.009,0.0002,0.005,0.028,1.36,50,0,9,10,1561,1561,1508,53,30,2.42,1
0.173,0.52,0.3,0.003,1.56,1.46,0.255,0.025,0.002,0.008,0.0001,0.005,0.034,1.36,65,0,4,23,1559,1559,1508,51,30,2.26,1
0.153,0.52,0.21,0.003,1.57,1.45,0.258,0.031,0.003,0.006,0.0002,0.004,0.025,1.46,61,0,9,20,1563,1563,1508,55,30,2.11,1
0.166,0.53,0.31,0.004,1.57,1.45,0.264,0.028,0.002,0.008,0.0001,0.004,0.023,1.42,80,0,11,12,1564,1564,1508,56,30,2.37,0
0.163,0.5,0.29,0.006,1.55,1.48,0.253,0.022,0.003,0.01,0.0001,0.004,0.03,1.36,83,0,11,15,1568,1568,1508,60,30,2.35,1
0.178,0.56,0.26,0.015,1.54,1.42,0.253,0.023,0.002,0.008,0.0001,0.003,0.023,1.36,75,0,12,2,1569,1569,1500,69,28,2.28,1
0.155,0.5,0.32,0.0073,1.54,1.41,0.256,0.025,0.002,0.008,0.0001,0.004,0.027,1.42,69,0,1,28,1567,1567,1508,59,27,2.35,1
0.155,0.54,0.29,0.0007,1.61,1.44,0.26,0.029,0.003,0.005,0.0002,0.004,0.022,1.42,55,0,1,14,1566,1566,1508,58,30,2.48,1
0.153,0.52,0.25,0.013,1.61,1.45,0.272,0.029,0.002,0.006,0.0002,0.006,0.021,1.36,79,0,7,14,1563,1563,1508,55,30,2.11,1
0.16,0.52,0.26,0.005,1.55,1.41,0.262,0.03,0.003,0.008,0.0001,0.005,0.023,1.36,72,0,3,11,1566,1566,1508,58,30,2.47,1
0.394,0.61,0.25,0.0011,1.2,1.31,0.296,0.024,0.002,0.006,0.0003,0.005,0.021,0.86,55,0,12,8,1565,1552,1489,63,45,5.26,1
0.391,0.82,0.26,0.002,1.01,0.23,0.204,0.013,0.002,0.006,0.0001,0.001,0.006,1.48,54,0,2,6,1542,1542,1494,48,30,2.34,1
0.418,0.82,0.27,0.004,1.02,0.21,0.215,0.01,0.002,0.005,0.0001,0.002,0.007,1.39,65,0,10,4,1548,1548,1494,54,30,2.35,0
0.404,0.84,0.27,0.004,1.02,0.23,0.214,0.017,0.004,0.005,0.0002,0.001,0.007,1.46,57,0,2,10,1547,1547,1494,53,35,2.1,0
0.401,0.85,0.25,0.0013,1.03,0.25,0.21,0.01,0.002,0.005,0.0001,0,0.006,1.41,61,0,6,16,1552,1552,1494,58,30,2.18,0
0.396,0.82,0.24,0.0021,1.03,0.26,0.206,0.019,0.002,0.006,0.0002,0.002,0.006,1.42,58,0,6,18,1551,1551,1494,57,48,2.22,1
0.471,1.26,0.29,0.022,0.18,0.13,0.043,0.015,0.017,0.007,0.0002,0.002,0.005,1.42,52,0,2,17,1534,1534,1488,46,30,2.25,1
0.443,1.27,0.28,0.025,0.18,0.07,0.042,0.02,0.021,0.006,0.0001,0.002,0.004,1.36,52,0,9,4,1536,1536,1488,48,40,2.49,0
0.465,1.28,0.31,0.021,0.18,0.09,0.041,0.017,0.018,0.006,0.0003,0.001,0.005,1.42,50,0,9,12,1532,1532,1488,44,30,2.21,1
0.45,1.27,0.27,0.022,0.15,0.1,0.059,0.023,0.02,0.005,0.0005,0.001,0.007,1.32,50,0,5,17,1530,1530,1488,42,30,2.43,1
0.452,1.29,0.31,0.016,0.19,0.08,0.033,0.017,0.013,0.005,0.0001,0.001,0.005,1.34,52,0,5,20,1532,1532,1488,44,30,2.25,1
0.456,1.34,0.27,0.018,0.18,0.1,0.035,0.016,0.016,0.005,0.0001,0,0.005,1.42,60,0,7,19,1532,1532,1488,44,30,2.38,1
0.453,1.25,0.28,0.0218,0.18,0.07,0.036,0.015,0.012,0.007,0.0002,0.001,0.005,1.36,52,0,10,17,1540,1540,1488,52,30,2.2,1
0.461,1.28,0.3,0.0226,0.17,0.07,0.03,0.02,0.013,0.006,0.0002,0,0.005,1.43,50,0,5,5,1542,1542,1488,54,35,2.45,0
0.467,1.26,0.29,0.0155,0.18,0.13,0.045,0.014,0.012,0.007,0.0003,0,0.006,1.36,97,0,10,21,1544,1544,1488,56,30,2.13,0
0.472,1.26,0.28,0.0233,0.17,0.13,0.04,0.017,0.014,0.009,0.0002,0.001,0.006,1.39,72,0,6,22,1542,1542,1488,54,40,2.22,1
0.468,1.28,0.33,0.019,0.18,0.06,0.025,0.019,0.01,0.006,0.0002,0.001,0.004,1.4,52,0,4,7,1544,1544,1488,56,35,2.26,1
0.458,1.27,0.3,0.0233,0.17,0.1,0.046,0.02,0.014,0.008,0.0002,0.001,0.005,1.44,59,0,4,24,1545,1545,1488,57,30,2.12,0
0.065,1.33,0.45,0.002,17.05,9.72,0.231,0.034,0.72,0.095,0.0005,0.019,0.15,2.81,83,0,11,4,1526,1526,1450,76,35,2.1,0
0.183,0.89,0.36,0.003,13.05,0.18,0.031,0.011,0.002,0.05,0.0005,0.011,0.024,1.58,350,0,12,5,1550,1550,1486,64,35,2.31,1
0.409,0.85,0.35,0.001,1.11,0.31,0.166,0.015,0.003,0.079,0.0002,0.002,0.01,1.36,53,0,6,19,1542,1542,1491,51,30,2.16,0
0.41,0.84,0.37,0.002,1.11,0.4,0.177,0.032,0.003,0.073,0.0001,0.002,0.006,1.36,53,0,5,3,1547,1547,1491,56,30,2.16,1
0.406,0.85,0.3,0.001,1.09,0.34,0.179,0.022,0.002,0.071,0.0001,0.001,0.006,1.38,55,0,2,5,1561,1542,1491,51,28,2.42,1
0.406,0.84,0.33,0.005,1.14,0.31,0.168,0.012,0.002,0.082,0.0001,0.001,0.005,1.29,51,0,9,27,1546,1546,1491,55,30,2.12,1
0.401,0.86,0.34,0.001,1.12,0.32,0.163,0.025,0.002,0.075,0.0001,0.002,0.005,1.42,51,0,11,14,1546,1546,1491,55,35,2.12,1
0.435,0.86,0.37,0.0006,1.11,0.32,0.16,0.026,0.002,0.085,0,0.001,0.006,1.42,50,0,12,24,1541,1541,1491,50,30,2.28,1
0.402,0.86,0.36,0.0016,1.11,0.31,0.166,0.027,0.003,0.079,0.0001,0,0.006,1.4,54,0,7,23,1532,1532,1491,41,40,2.34,1
0.406,0.85,0.32,0.0014,1.13,0.31,0.157,0.021,0.002,0.086,0.0001,0.001,0.005,1.42,55,0,3,15,1543,1543,1491,52,30,1.62,1
0.407,0.84,0.32,0.0025,1.13,0.32,0.168,0.028,0.002,0.085,0.0002,0.002,0.008,1.49,65,0,4,22,1545,1545,1493,52,30,2.31,0
0.43,0.86,0.35,0.008,1.15,0.3,0.216,0.017,0.002,0.081,0.0001,0.003,0.01,1.4,70,0,2,14,1540,1540,1507,49,35,2.2,1
0.439,0.85,0.36,0,1.15,0.37,0.207,0.026,0.003,0.084,0.0001,0.003,0.007,1.45,50,0,11,20,1535,1535,1490,45,30,2.2,1
0.418,0.87,0.37,0.0032,1.16,0.34,0.213,0.01,0.002,0.081,0.0002,0.002,0.006,1.46,68,0,11,25,1547,1547,1490,57,30,2.19,1
0.413,0.83,0.35,0.0002,1.15,0.33,0.198,0.016,0.004,0.078,0.0002,0.002,0.007,1.38,73,0,9,2,1566,1546,1490,56,30,1.65,1
0.421,0.86,0.41,0.0004,1.15,0.3,0.209,0.016,0.003,0.078,0.0002,0.001,0.015,1.39,57,0,9,3,1556,1547,1490,57,30,2.26,0
0.438,0.85,0.37,0.0031,1.16,0.31,0.209,0.017,0.002,0.074,0.0001,0,0.011,1.38,76,0,12,13,1561,1546,1490,56,30,1.65,1
0.428,0.87,0.36,0.0053,1.17,0.31,0.21,0.018,0.002,0.078,0.0002,0.002,0.007,1.38,71,0,9,12,1542,1542,1490,52,30,2.33,1
0.399,0.87,0.37,0.008,1.17,0.33,0.201,0.016,0.002,0.074,0.0001,0.002,0.008,1.41,60,0,10,26,1562,1540,1490,50,30,2.5,1
0.424,0.85,0.37,0.002,1.14,0.32,0.219,0.017,0.003,0.077,0.0001,0.002,0.008,1.42,62,0,9,17,1539,1539,1490,49,30,2.33,1
0.415,0.84,0.39,0.003,1.17,0.32,0.201,0.021,0.003,0.078,0.0001,0.001,0.007,1.4,55,0,9,7,1544,1544,1490,54,30,2.2,1
0.412,0.85,0.36,0.0046,1.16,0.33,0.207,0.019,0.002,0.077,0.0001,0.001,0.011,1.42,73,0,6,26,1544,1544,1490,54,30,2.37,1
0.429,0.88,0.35,0.0017,1.17,0.31,0.201,0.019,0.003,0.075,0.0002,0.001,0.008,1.4,54,0,11,18,1558,1544,1490,54,30,2.32,1
0.174,0.58,0.29,0.0032,1.63,1.57,0.276,0.032,0.002,0.005,0.0001,0.006,0.035,0.98,110,0,10,11,1579,1567,1506,61,38,5.04,1
0.401,0.79,0.23,0.001,1.16,0.06,0.278,0.024,0.002,0.006,0.0001,0.002,0.006,0.86,52,0,9,10,1559,1547,1493,54,38,4.83,1
0.41,0.74,0.26,0.001,1.15,0.17,0.279,0.024,0.002,0.004,0.0001,0.002,0.008,0.88,49,0,5,18,1559,1549,1493,56,34,4.76,1
0.41,0.77,0.24,0.001,1.15,0.08,0.271,0.025,0.002,0.006,0.0001,0.001,0.007,0.89,49,0,6,10,1561,1550,1493,57,36,4.82,1
0.397,0.76,0.26,0.001,1.15,0.13,0.28,0.018,0.003,0.006,0.0002,0.003,0.008,0.84,48,0,4,3,1566,1548,1493,55,36,4.74,1
0.39,0.77,0.29,0.001,1.16,0.08,0.275,0.019,0.003,0.005,0.0001,0.002,0.007,1.02,50,0,10,22,1569,1550,1493,57,35,4.8,1
0.406,0.75,0.3,0.001,1.16,0.11,0.29,0.021,0.003,0.006,0.0002,0.002,0.007,0.8,49,0,4,5,1563,1547,1493,54,35,4.69,1
0.399,0.77,0.28,0.001,1.14,0.08,0.274,0.028,0.005,0.004,0.0002,0,0.005,0.95,50,0,12,4,1565,1550,1493,57,36,4.7,1
0.393,0.78,0.24,0.005,1.16,0.07,0.278,0.021,0.003,0.004,0.0002,0.001,0.005,0.87,55,0,4,20,1568,1542,1493,49,35,4.84,1
0.404,0.78,0.26,0.001,1.16,0.06,0.276,0.032,0.003,0.006,0.0001,0.001,0.005,0.83,49,0,12,10,1565,1543,1493,50,35,4.97,1
0.4,0.77,0.26,0.002,1.16,0.07,0.275,0.029,0.002,0.005,0.0001,0.001,0.005,0.98,56,0,7,6,1565,1545,1493,52,35,4.69,1
0.403,0.76,0.29,0.009,1.16,0.21,0.278,0.009,0.002,0.005,0.0001,0.001,0.007,0.88,60,0,12,19,1567,1540,1493,47,32,4.91,1
0.38,0.77,0.26,0.001,1.19,0.13,0.268,0.018,0.002,0.005,0.0001,0.001,0.006,0.84,49,0,12,20,1559,1546,1493,53,35,4.86,1
0.428,0.79,0.26,0.002,1.2,0.06,0.285,0.022,0.003,0.007,0.0001,0.001,0.005,0.98,49,0,5,12,1560,1549,1493,56,33,5.13,1
0.413,0.77,0.25,0.0012,1.16,0.08,0.271,0.02,0.002,0.004,0.0001,0.001,0.005,0.92,54,0,9,3,1563,1543,1493,50,34,4.64,1
0.393,0.76,0.27,0.0046,1.15,0.08,0.267,0.028,0.002,0.004,0,0.001,0.005,1.06,58,0,12,6,1561,1548,1493,55,32,4.94,1
0.398,0.75,0.22,0.0009,1.16,0.2,0.28,0.027,0.002,0.007,0.0001,0.002,0.01,0.98,55,0,3,5,1563,1546,1493,53,34,4.87,1
0.403,0.78,0.25,0.0023,1.18,0.05,0.281,0.023,0.002,0.005,0.0001,0.001,0.005,0.95,63,0,9,9,1561,1546,1493,53,30,6.12,1
0.414,0.75,0.23,0.0062,1.17,0.22,0.267,0.03,0.002,0.005,0.0002,0.001,0.008,0.9,67,0,9,3,1575,1555,1493,62,40,6.06,1
0.413,0.77,0.25,0.0013,1.16,0.13,0.277,0.022,0.002,0.005,0.0003,0.002,0.006,0.94,52,0,2,22,1558,1545,1493,52,32,5.2,1
0.399,0.77,0.27,0.002,1.13,0.27,0.268,0.033,0.004,0.009,0.0002,0.003,0.007,0.92,57,0,12,2,1580,1548,1604,56,36,5.86,1
0.388,0.76,0.26,0.012,1.15,0.25,0.281,0.022,0.002,0.005,0.0002,0.004,0.007,0.86,66,0,4,10,1540,1540,1507,49,35,2.4,1
0.395,0.75,0.27,0.006,1.14,0.25,0.264,0.024,0.002,0.005,0.0002,0.002,0.008,0.95,87,0,2,22,1569,1554,1492,62,34,5.73,1
